recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg_x,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
25,BD+41 309,9.3,G2V," ",6155,35,45,4.5,0.15,0.25,-0.04,0.02,0.04," ",23.73136,42.27875,Gaia DR3 348351916774484608,23.73187309089,42.27874546019,0.0,0.0,53.0,1636148068921376768,348351916774484608,1088854459,0.0123,0.0121,9.1478,0.0156,588.1892,85.386,85.38,0.015,-0.991,0.013,0.0706,0.3018,-0.1577,0.0744,-0.1285,0.0014,-0.1327,0.1061,0.2116,0.1016,247,247,239,8,-0.4444,465.97,0.082,7.955,31,true,1.583,,,,,,,,28,16,0.021467,40,0.01263,56.13,0,0,0.978,0,250,3888453.29944,793.41,4900.94,9.212925,0.002764,33,2202750.0,797.562,2761.85,9.481131,0.002818,34,2439230.0,653.174,3734.43,8.779764,0.003791,1.194,0,0,0,0,0,0.701366,0.268206,0.433161,57.6,0.25,1,12,0,9,125.68,0.58416,0.268016,928.437,2.4,6000.0,4.0,-0.25,444,,,,8.610291,0.015563,8,,NOT_AVAILABLE,0.0,0.0,0.992964,6028.8,6027.2,6030.9,4.219,4.2168,4.2216,-0.3083,-0.3161,-0.3004,108.847,108.6651,109.0239,8.0E-4,1.0E-4,0.0022,7.0E-4,1.0E-4,0.0018,4.0E-4,0.0,0.001,MARCS,23.7313602096,42.27874986292,0.244878,0.216978,0.0962,1.366751
26,HD 9977,8.54,G0V," ",6050,30,65,4.15,0.15,0.35,-0.04,0.02,0.06," ",24.60584,46.42571,Gaia DR3 398748547629470848,24.60551976603,46.42537027753,0.0,0.0,98.0,1636148068921376768,398748547629470848,1206857573,0.05,0.0394,8.2902,0.0617,134.2754,91.558,-49.836,0.053,-76.806,0.043,-0.0713,0.4493,-0.1891,-0.0141,-0.1878,-0.1367,-0.2441,-0.0217,0.2253,-0.0023,287,287,286,1,39.1465,5754.0,0.452,210.0,31,true,1.578,,,,,,,,32,15,0.07433,39,0.01948,101.6,0,0,3.043,0,318,7933149.87412,2068.02,3836.11,8.438753,0.00277,33,4448480.0,1508.84,2948.28,8.718014,0.002814,35,5052220.0,1751.04,2885.27,7.989189,0.003798,1.198,0,0,0,0,0,0.728825,0.279261,0.449564,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,5931.9,5925.6,5951.5,4.0245,4.0137,4.0685,-0.4149,-0.4259,-0.4018,115.9881,107.2651,118.2555,0.0047,9.0E-4,0.0174,0.004,8.0E-4,0.0148,0.0022,4.0E-4,0.008,MARCS,24.60584110247,46.42571163535,0.854935,0.706075,0.0059,1.458493
27,HD 236817,8.73,G0V," ",5800,45,50,4.4,0.2,0.25,0.0,0.04,0.06," ",24.96367,59.58485,Gaia DR3 509550182660975360,24.96369217809,59.58449570261,0.0,0.0,149.0,1636148068921376768,509550182660975360,373698342,0.0102,0.0135,10.7965,0.0223,484.8733,78.938,0.645,0.014,-78.935,0.015,-0.5454,0.042,-0.1138,0.0731,-0.0479,0.0379,-0.2026,-0.1291,0.2336,-0.6042,1116,1116,1107,9,17.0373,4554.2,0.182,62.681,31,false,1.557,,,,,,,,127,28,0.025382,140,0.008024,65.03,0,0,1.384,1,1171,7023426.53418,683.781,10271.5,8.570994,0.002757,133,3780470.0,463.417,8157.82,8.894678,0.002793,133,4684260.0,466.297,10045.7,8.071293,0.003781,1.205,0,29,0,0,0,0.823385,0.323684,0.499701,-55.53,0.15,1,29,7,16,295.63,2.047,4.09E-4,1001.803,2.09,5500.0,3.5,-0.25,444,,,,7.881647,0.007617,16,,NOT_AVAILABLE,0.0,0.0,1.0E-6,5617.5,5616.5,5620.2,4.1415,4.1399,4.1469,-0.4024,-0.4056,-0.3975,91.7514,90.9832,92.0364,5.0E-4,1.0E-4,0.002,4.0E-4,0.0,0.0017,2.0E-4,0.0,9.0E-4,MARCS,24.96368651421,59.58484652244,0.222428,0.236847,-0.5994,1.276111
28,BD+45 411,9.03,G2V," ",6050,45,75,4.7,0.25,0.35,-0.06,0.02,0.04," ",25.13835,45.85138,Gaia DR3 350683053224292992,25.13882207629,45.85123173059,0.0,0.0,104.0,1636148068921376768,350683053224292992,629553879,0.1899,0.1551,14.0472,0.2399,58.5556,83.742,76.802,0.191,-33.38,0.184,-0.1072,0.4315,-0.124,0.0731,-0.2625,-0.1305,-0.4335,0.1246,0.3463,0.1228,249,249,249,0,178.8244,137940.0,1.606,2919.1,31,false,1.575,,,,,,,,28,15,0.291432,34,0.01775,170.8,0,0,16.175,0,287,5189907.79173,2353.0,2205.65,8.899467,0.002799,33,2888330.0,4846.28,595.989,9.186924,0.003332,32,3334260.0,3628.96,918.793,8.440396,0.00396,1.199,0,0,0,0,0,0.746528,0.287457,0.459071,-12.38,1.4,1,11,1,8,147.29,18.371,0.0,907.688,11.96,6000.0,5.0,-0.25,444,17.4035,1.9817,7,8.268485,0.009352,8,,VARIABLE,0.0,0.0,1.0E-6,,,,,,,,,,,,,,,,,,,,,,,25.13833200945,45.85138008332,3.089121,3.014424,0.1207,1.298503
29,BD+40 349,10.24,G0V," ",5830,50,50,4.15,0.25,0.25,-0.04,0.04,0.04," ",25.45743,41.36654,Gaia DR3 347315730143997696,25.45764932549,41.36650067879,0.0,0.0,108.0,1636148068921376768,347315730143997696,231052253,0.0172,0.0133,5.7296,0.0215,267.0864,38.058,36.313,0.024,-11.393,0.016,-0.1913,0.302,-0.3338,0.1062,-0.3433,0.0455,-0.5015,-0.252,0.4206,-0.2447,255,255,249,6,3.0754,739.65,0.102,14.016,31,true,1.562,,,,,,,,29,14,0.035392,42,0.03666,64.26,0,0,1.141,0,240,1721717.32366,382.22,4504.51,10.097463,0.002766,40,934401.0,309.63,3017.8,10.412209,0.002813,41,1132080.0,286.24,3955.01,9.613202,0.003789,1.2,0,0,0,0,0,0.799006,0.314746,0.484261,-51.69,0.18,1,15,4,8,96.409,-1.2254,0.87799,750.83,1.29,6000.0,4.0,0.0,444,,,,9.422124,0.01035,11,,NOT_AVAILABLE,0.0,0.0,0.998258,5699.2,5696.5,5704.0,4.1984,4.1958,4.202,-0.3487,-0.3549,-0.3415,172.6799,171.5626,173.489,0.0021,5.0E-4,0.0055,0.0018,4.0E-4,0.0046,0.001,2.0E-4,0.0025,MARCS,25.45743428059,41.36655131357,0.394825,0.262018,-0.2418,0.609245
30,BD+45 434,10.17,G0V," ",5880,60,60,4.55,0.25,0.3,-0.04,0.04,0.04," ",26.34057,46.11006,Gaia DR3 350842516770316288,26.3404711477,46.11011946774,0.0,0.0,112.0,1636148068921376768,350842516770316288,1114630495,0.023,0.0161,9.1946,0.024,383.4815,19.527,-13.339,0.023,14.26,0.018,-0.3521,0.4437,-0.2479,-0.0282,-0.3085,-0.0765,-0.3695,-0.0435,0.2061,-0.1435,232,232,229,3,1.677,863.66,0.119,19.672,95,false,,1.5651,0.005,-0.318,0.385,-0.231,0.074,0.016,26,15,0.033672,31,0.0307,60.58,0,0,1.079,0,257,1867997.79275,583.725,3200.14,10.008926,0.002776,29,1021760.0,348.824,2929.15,10.315171,0.002815,30,1214190.0,274.589,4421.86,9.537177,0.003787,1.197,0,0,0,0,0,0.777994,0.306245,0.471749,-22.04,0.3,1,12,2,9,86.599,0.017437,0.313094,781.464,2.56,5500.0,3.5,0.0,333,7.5103,2.462,8,9.354402,0.009915,8,,NOT_AVAILABLE,0.0,0.0,0.996487,5776.7,5773.7,5784.9,4.4164,4.412,4.4227,-0.3447,-0.3524,-0.3356,107.9473,107.5583,108.261,0.0021,5.0E-4,0.0071,0.0018,4.0E-4,0.006,0.001,2.0E-4,0.0032,MARCS,26.3405566623,46.11005608841,0.380296,0.286611,-0.1333,0.32665
31,HD 10757,7.36,G0V," ",5990,60,70,4.25,0.3,0.4,0.12,0.06,0.08," ",26.69662,59.15612,Gaia DR3 506485809392070016,26.69601877333,59.15589603891,0.0,0.0,168.0,1636148068921376768,506485809392070016,1143255537,0.0112,0.0139,15.9343,0.0207,769.6921,85.718,-69.337,0.014,-50.399,0.014,-0.0943,-0.0143,-0.1236,-0.2985,-0.1541,-0.3026,-0.3965,0.1842,0.043,-0.4497,794,794,791,3,-1.2645,1870.0,0.123,21.547,31,false,1.574,,,,,,,,90,21,0.023394,92,0.04002,7.837,0,0,0.968,1,799,2.43172800533E7,2605.48,9333.12,7.222579,0.002758,83,1.35352E7,2255.19,6001.81,7.509881,0.002796,83,1.56305E7,4432.78,3526.12,6.762962,0.003792,1.199,0,5,0,1,0,0.746919,0.287302,0.459617,-21.94,0.12,1,50,0,14,706.86,-0.90346,0.393081,870.702,0.8,6250.0,4.0,0.0,222,,,,6.591986,0.005626,50,,NOT_AVAILABLE,0.0,0.0,1.0E-6,5857.1,5856.6,5857.7,4.0504,4.0496,4.0512,-0.359,-0.3629,-0.3547,62.588,62.5086,62.6747,1.0E-4,0.0,4.0E-4,1.0E-4,0.0,3.0E-4,0.0,0.0,2.0E-4,MARCS,26.69661983013,59.1561200316,0.226277,0.229258,-0.4025,1.371675
32,TYC 3696-1125-1,10.29,G2V," ",5765,55,25,4.05,0.25,0.15,0.0,0.04,0.02," ",27.17978,59.41076,Gaia DR3 506586788358816128,27.17983004988,59.41072463807,0.0,0.0,156.0,1636148068921376768,506586788358816128,1533379399,0.0064,0.0079,5.8749,0.0114,514.589,8.814,5.087,0.008,-7.199,0.009,-0.2319,0.1076,-0.0707,-0.1805,-0.0244,-0.1161,-0.3699,0.1659,-0.0917,-0.5892,894,894,883,11,-6.6127,1498.7,0.059,8.1038,31,false,1.554,,,,,,,,101,26,0.014794,112,0.02843,22.17,7,0,0.846,0,879,1610345.76822,153.47,10492.9,10.170069,0.002757,99,863423.0,154.482,5589.17,10.497983,0.002797,97,1076940.0,165.934,6490.18,9.667415,0.003783,1.205,0,99,0,97,0,0.830568,0.327914,0.502654,-50.97,0.21,1,22,2,11,111.3,-0.18083,0.408969,998.874,2.74,5750.0,4.0,0.0,444,,,,9.468945,0.006638,13,,NOT_AVAILABLE,0.0,0.0,0.999019,5822.8,5812.1,5835.1,4.1012,4.0954,4.112,-0.3182,-0.3267,-0.3067,168.2388,166.7659,169.1092,0.0896,0.0845,0.0953,0.0752,0.0708,0.08,0.0403,0.038,0.0429,PHOENIX,27.17978562467,59.41075663175,0.13067,0.141716,-0.5591,0.156885
33,TYC 4032-1284-1,10.94,G0V," ",5840,50,55,4.55,0.2,0.25,0.0,0.04,0.04," ",27.35883,60.19308,Gaia DR3 506636781779588992,27.35943685433,60.19292583046,0.0,0.0,150.0,1636148068921376768,506636781779588992,457250123,0.0068,0.0092,4.2203,0.015,281.8921,76.218,67.826,0.009,-34.768,0.01,-0.5362,0.0229,-0.147,0.0726,-0.0182,0.0331,-0.1887,-0.0974,0.1781,-0.6824,1252,1252,1217,35,4.622,3517.8,0.115,35.589,31,false,1.546,,,,,,,,142,27,0.01781,158,0.02096,44.68,0,0,1.095,0,1267,825399.1927,69.8839,11811.0,10.895707,0.002757,144,435500.0,74.7393,5826.92,11.241073,0.002796,144,559864.0,80.1801,6982.58,10.377689,0.003783,1.206,0,0,0,0,0,0.863383,0.345366,0.518018,-14.53,0.21,1,74,28,17,132.63,1.1773,0.023012,918.394,6.87,5500.0,3.5,0.0,444,6.855,3.8635,43,10.17405,0.006553,43,,NOT_AVAILABLE,0.0,0.0,0.999488,5824.3,5812.1,5832.3,4.1022,4.0884,4.126,-0.3087,-0.3172,-0.3024,228.8471,221.7729,232.2385,0.1656,0.1587,0.17,0.1384,0.1326,0.1422,0.0742,0.0711,0.0763,PHOENIX,27.35883041291,60.19308035463,0.151055,0.165847,-0.6756,1.219566
34,BD+59 329,9.66,G0V," ",6225,55,50,4.45,0.3,0.3,-0.08,0.02,0.04," ",27.36664,59.74628,Gaia DR3 506620155971406976,27.36625687158,59.74633330602,0.0,0.0,150.0,1636148068921376768,506620155971406976,947787587,0.0061,0.008,8.2548,0.0134,615.437,44.219,-42.606,0.008,11.832,0.009,-0.4714,0.092,-0.065,-0.0414,-0.1524,-0.0888,-0.2486,-0.0996,0.2341,-0.6844,1228,1228,1219,9,-1.5465,2443.5,0.079,15.773,31,false,1.593,,,,,,,,138,26,0.015326,149,0.04218,13.11,0,0,0.969,0,1259,2909229.75617,274.403,10602.0,9.527922,0.002757,141,1668340.0,330.478,5048.26,9.782829,0.002798,140,1801400.0,203.342,8858.97,9.108868,0.003781,1.193,0,0,0,0,0,0.673962,0.254908,0.419054,-26.71,0.17,1,52,14,15,227.03,1.8854,0.004067,999.875,3.5,6250.0,4.0,-0.25,444,7.0225,3.617,28,8.935085,0.005493,29,,NOT_AVAILABLE,0.0,0.0,0.992964,6133.4,6132.9,6133.9,4.281,4.2795,4.2826,-0.4269,-0.4306,-0.4237,120.1258,119.9233,120.3236,1.0E-4,0.0,4.0E-4,1.0E-4,0.0,3.0E-4,1.0E-4,0.0,2.0E-4,MARCS,27.366632712,59.746280717,0.132066,0.140315,-0.6653,0.720923
35,BD+43 375,9.29,G0V," ",5690,45,45,4.25,0.25,0.2,-0.04,0.06,0.06," ",27.36763,43.81815,Gaia DR3 349471906806650112,27.36791571106,43.81776483395,0.0,0.0,117.0,1636148068921376768,349471906806650112,1473248541,0.0417,0.0331,12.5335,0.0528,237.2033,99.758,45.34,0.044,-88.859,0.035,-0.317,0.4466,-0.4259,0.1283,-0.4508,-0.0394,-0.7255,-0.0189,0.3491,-0.1333,351,351,349,2,35.3053,4695.8,0.288,130.69,31,false,1.553,,,,,,,,40,13,0.066484,47,0.04449,63.59,0,0,2.612,0,382,3989311.9537,670.968,5945.61,9.185122,0.002761,44,2122620.0,397.792,5336.01,9.52136,0.002798,43,2692220.0,470.964,5716.39,8.67262,0.003784,1.207,0,0,0,0,0,0.848741,0.336239,0.512502,-15.71,0.21,1,18,7,10,167.71,2.5486,1.71E-4,906.861,2.23,5500.0,4.5,-0.75,101,,,,8.471284,0.00614,9,,NOT_AVAILABLE,0.0,0.0,0.999389,5742.6,5740.7,5744.7,4.323,4.3204,4.3255,-0.241,-0.2434,-0.2386,78.5326,78.2461,78.8397,0.1342,0.1327,0.1357,0.1125,0.1111,0.1137,0.0604,0.0597,0.0612,MARCS,27.36763643393,43.81815976181,0.71627,0.582855,-0.1304,1.572718
36,BD+42 384,9.92,G2V,*,5000,110,60,3.0,0.1,0.0,0.22,0.16,0.08," ",27.4448,43.70168,Gaia DR3 349459090624260352,27.44483823148,43.7016584125,0.0,0.0,105.0,1636148068921376768,349459090624260352,1501161265,0.0185,0.0125,1.5652,0.0241,64.9801,7.936,7.22,0.016,-3.295,0.014,-0.2378,0.5944,-0.2253,0.0197,-0.1946,-0.0908,-0.6554,0.0854,0.1091,-0.0709,306,306,300,6,1.616,601.98,0.079,9.3489,31,true,1.463,,,,,,,,35,11,0.023874,42,0.02824,63.07,0,0,1.066,0,345,2790215.95209,361.658,7715.07,9.573273,0.002759,39,1215200.0,650.527,1868.03,10.126923,0.00285,37,2249160.0,650.438,3457.92,8.867843,0.003792,1.242,0,0,0,0,0,1.25908,0.55365,0.70543,-19.88,0.14,1,21,3,7,174.62,-0.38377,0.319007,759.138,1.11,4750.0,2.0,0.25,444,8.912,0.9803,16,8.59495,0.018704,16,,NOT_AVAILABLE,0.0,0.0,0.99996,,,,,,,,,,,,,,,,,,,,,,,27.44479384826,43.70167305641,0.258038,0.225667,-0.0644,0.126254
37,TYC 4036-1625-1,10.34,G0V," ",6070,60,35,4.4,0.3,0.2,-0.16,0.04,0.02," ",27.51248,62.15557,Gaia DR3 511366816386840064,27.51303663612,62.15532474859,0.0,0.0,140.0,1636148068921376768,511366816386840064,1416804277,0.0086,0.0091,5.3589,0.0137,391.7659,81.657,57.604,0.01,-57.877,0.011,-0.3557,-0.0436,-0.1722,-0.0093,0.0552,-0.0335,-0.122,-0.0375,0.1211,-0.4957,629,629,623,6,-2.9374,1412.5,0.091,13.926,95,false,,1.5492,0.0025,-0.012,0.092,0.022,-0.094,-0.095,71,28,0.017983,91,0.02342,63.73,7,0,0.917,0,729,1504893.56613,246.901,6095.13,10.243603,0.002761,79,788456.0,493.416,1597.95,10.5966,0.002872,79,1065270.0,1256.29,847.946,9.679249,0.00399,1.232,0,75,0,79,0,0.917351,0.352997,0.564354,-8.23,0.57,1,5,2,5,49.096,1.2162,0.077648,677.166,2.62,6000.0,3.5,0.0,333,,,,9.43556,0.034549,2,,NOT_AVAILABLE,0.0,0.0,0.999785,5979.0,5969.6,5989.0,4.1417,4.1397,4.1437,-0.5724,-0.5843,-0.5598,185.5804,185.1079,186.0478,0.3837,0.3788,0.389,0.3222,0.318,0.3267,0.1744,0.1721,0.1769,PHOENIX,27.512488504,62.15558197762,0.16967,0.17259,-0.4856,1.286683
38,GSC 01759-00272,12.81,G0V," ",5955,115,175,4.0,0.55,0.85,-0.22,0.08,0.2," ",27.59996,27.03953,Gaia DR3 298521259527721344,27.60000071103,27.03948506181,0.0,0.0,33.0,1636148068921376768,298521259527721344,1555198060,0.0148,0.0162,1.4613,0.0176,83.2,10.905,7.056,0.021,-8.315,0.022,0.2096,0.1308,-0.0921,0.0188,-0.208,-0.0039,-0.1812,0.0224,0.1557,0.2835,199,193,199,0,5.8793,507.38,0.108,12.446,31,true,1.56,,,,,,,,23,14,0.033369,27,0.0529,160.5,0,0,1.311,0,226,159200.39703,48.7111,3268.26,12.682507,0.002775,25,86206.7,42.383,2033.99,12.999689,0.002841,25,104778.0,61.7307,1697.34,12.197223,0.003833,1.2,0,0,0,0,0,0.802466,0.317183,0.485284,-13.09,1.5,2,16,4,13,15.74,,,921.517,,5750.0,3.5,-0.5,111,,,,12.037477,0.023586,12,,NOT_AVAILABLE,0.0,0.0,0.999913,5863.0,5846.0,5884.6,4.0336,4.0013,4.0943,-0.3421,-0.3676,-0.3204,604.4616,546.9185,629.3432,0.1272,0.1167,0.141,0.1075,0.0986,0.1192,0.058,0.0531,0.0643,MARCS,27.5999655036,27.03952201882,0.336726,0.34734,0.2792,0.207876
39,TYC 1759-462-1,11.32,G3V," ",6140,80,75,3.65,0.45,0.4,0.2,0.12,0.12,*,27.6128,27.06937,Gaia DR3 298521465686149632,27.61278809164,27.06932919494,0.0,0.0,35.0,1636148068921376768,298521465686149632,1117074491,0.017,0.0184,2.748,0.0203,135.2395,9.79,-4.486,0.023,-8.702,0.024,0.2096,0.0798,-0.1545,0.0493,-0.186,0.0297,-0.1931,0.0528,0.1309,0.3588,209,209,209,0,2.014,901.76,0.142,28.931,31,true,1.57,,,,,,,,24,14,0.038222,30,0.02949,163.7,0,0,1.1,0,220,637700.9248,159.955,3986.75,11.175824,0.002769,26,351446.0,215.583,1630.21,11.473896,0.002869,26,410909.0,171.461,2396.51,10.713531,0.003806,1.195,0,0,0,0,0,0.760365,0.298072,0.462293,-34.08,3.13,1,15,5,13,45.89,17.798,0.0,921.591,35.59,6500.0,4.0,0.0,444,10.3029,4.8533,9,10.547358,0.008756,9,,NOT_AVAILABLE,0.0,0.0,0.999884,6039.9,6030.2,6050.6,4.1002,4.0951,4.1062,-0.1836,-0.1929,-0.1746,357.954,354.45,361.1083,0.1389,0.133,0.1451,0.1183,0.1132,0.1235,0.0637,0.0609,0.0665,MARCS,27.6128104832,27.06936786842,0.370653,0.391704,0.3491,0.151777
40,BD+60 402,10.26,G0V," ",5985,75,70,4.3,0.4,0.4,0.22,0.08,0.1,*,29.68207,60.74081,Gaia DR3 508026637499585536,29.68201945324,60.74074370875,0.0,0.0,152.0,1636148068921376768,508026637499585536,614003201,0.0063,0.0089,6.0549,0.0137,442.5763,16.554,-5.592,0.009,-15.581,0.011,-0.5408,-0.0334,-0.1748,0.0757,0.0602,0.0406,-0.2259,-0.0503,0.065,-0.7797,1179,1179,1156,23,-2.7331,2533.1,0.086,17.959,31,true,1.564,,,,,,,,134,26,0.018362,143,0.0253,38.3,0,0,0.943,0,1142,1549927.34072,161.391,9603.57,10.211589,0.002758,135,847045.0,134.803,6283.56,10.518776,0.002796,132,1008930.0,98.8637,10205.3,9.73824,0.003781,1.197,0,1,0,0,0,0.780536,0.307187,0.473349,-1.39,0.15,1,60,9,14,177.98,-1.0049,0.682316,915.39,2.92,6000.0,4.5,0.25,222,,,,9.550083,0.005006,47,,NOT_AVAILABLE,0.0,0.0,0.999389,5800.5,5790.8,5826.6,4.2844,4.2537,4.2894,-0.0515,-0.059,-0.0288,165.5269,163.6272,174.978,0.0083,8.0E-4,0.0257,0.007,6.0E-4,0.0216,0.0037,3.0E-4,0.0116,MARCS,29.6820703024,60.74081295644,0.144769,0.173565,-0.7697,0.254683
41,HD 236938,8.69,G2V," ",5890,45,40,4.05,0.2,0.2,0.02,0.04,0.06," ",31.18132,60.43846,Gaia DR3 507970768563953920,31.18129142064,60.43846263918,0.0,0.0,170.0,1636148068921376768,507970768563953920,1057227344,0.0243,0.0385,3.5962,0.0497,72.4026,4.125,-4.116,0.045,0.274,0.052,-0.1792,-0.048,-0.3717,-0.0986,-0.0121,-0.0657,0.0711,0.1281,0.0353,-0.0279,789,789,789,0,80.3344,20716.0,0.493,318.02,31,false,1.468,,,,,,,,89,25,0.072609,106,0.01098,19.34,0,0,3.608,1,875,8630194.26371,918.986,9391.0,8.347316,0.002758,97,3818690.0,1209.48,3157.3,8.883756,0.002811,96,6919110.0,1517.0,4561.04,7.647769,0.003787,1.244,0,25,0,31,0,1.235986,0.53644,0.699546,-13.87,0.47,1,37,6,16,405.85,44.418,0.0,934.553,6.76,5000.0,2.5,0.0,444,10.2656,0.6892,29,7.370671,0.004564,30,,NOT_AVAILABLE,0.0,0.0,0.999947,,,,,,,,,,,,,,,,,,,,,,,31.18132850184,60.43846142146,0.722231,0.836643,-0.0215,0.051641
42,GAT 1048,11.66,G2V," ",5520,50,35,4.35,0.25,0.2,0.0,0.02,0.06," ",34.54789,-3.14775,Gaia DR3 2493017787052589824,34.547935849,-3.1477983966,0.0,0.0,67.0,1636148068921376768,2493017787052589824,247409528,0.0191,0.0166,2.7094,0.0227,119.153,37.216,31.674,0.021,-19.539,0.019,0.1409,0.3822,0.1192,0.1982,-0.2122,0.1096,0.0671,0.0938,0.212,0.2387,206,206,206,0,2.0718,890.99,0.132,21.864,31,true,1.531,,,,,,,,24,15,0.031931,26,0.008227,101.9,0,0,1.103,0,208,499516.77539,256.944,1944.07,11.440991,0.002811,24,255665.0,193.005,1324.66,11.819364,0.002908,25,347471.0,208.9,1663.34,10.895598,0.003835,1.207,0,0,0,0,0,0.923765,0.378372,0.545393,-27.1,0.41,1,12,6,11,34.008,-1.2262,0.85873,910.87,4.17,5500.0,3.5,-0.25,222,,,,10.68415,0.019204,6,38.51904,NOT_AVAILABLE,0.0,0.0,0.999913,5373.5,5365.4,5414.1,4.0889,4.0826,4.0918,-0.3803,-0.3897,-0.3491,342.2827,339.5774,351.5727,0.0062,0.0018,0.0288,0.0051,0.0015,0.0236,0.0027,8.0E-4,0.0126,PHOENIX,34.54779486211,-3.1477115554,0.337631,0.305185,0.2237,0.239827
43,IC 1795 40,13.25,G3V," ",5845,65,75,4.1,0.35,0.35,0.14,0.08,0.08," ",36.40162,62.03444,Gaia DR3 513637754569712768,36.40173284338,62.03440066834,0.0,0.0,159.0,1636148068921376768,513637754569712768,869314625,0.0061,0.0079,1.7651,0.0113,156.4825,16.828,16.22,0.011,-4.484,0.012,-0.2404,-0.009,-0.1872,-0.0261,0.1409,-0.0061,-0.0257,0.0374,-0.0262,-0.1188,659,610,658,1,-2.3796,855.58,0.044,3.066,31,true,1.467,,,,,,,,75,25,0.017425,80,0.01082,23.9,0,0,0.934,0,680,146544.1849,16.8899,8676.44,12.772446,0.002758,77,64620.2,34.9039,1851.37,13.312622,0.002851,72,117041.0,42.1721,2775.32,12.077051,0.0038,1.24,0,0,0,0,0,1.235571,0.540176,0.695395,-1.24,0.87,1,36,5,18,33.808,1.3626,0.018379,757.637,16.37,4750.0,2.5,-1.5,111,14.1863,19.2382,18,11.777372,0.013587,31,,NOT_AVAILABLE,0.0,0.0,0.99997,,,,,,,,,,,,,,,,,,,,,,,36.4015791211,62.03442059505,0.172774,0.198427,-0.1169,0.237359
44,HD 15335,5.91,G0V," ",5970,35,65,4.4,0.15,0.3,-0.08,0.04,0.06," ",37.20206,29.93176,Gaia DR3 131483276941461888,37.20172147074,29.93207572911,0.0,0.0,103.0,1636148068921376768,131483276941461888,519865808,0.0544,0.0398,,,,,,,,,-0.1539,,,,,,,,,,85,85,83,2,24.2379,937.78,0.24,68.483,3,true,,,,,,,,,10,8,0.08282,11,0.04185,82.52,0,0,,0,87,9.451470978254E7,73267.8,1289.99,5.748618,0.002881,10,5.19516E7,78792.9,659.344,6.049546,0.00324,10,6.1412E7,173820.0,353.308,5.277262,0.004871,1.199,0,0,0,0,0,0.772284,0.300928,0.471356,41.26,0.17,1,6,0,6,473.6,,0.052261,901.09,0.68,6000.0,4.0,-0.25,222,,,,5.122676,0.010404,6,,NOT_AVAILABLE,0.0,0.0,0.999245,,,,,,,,,,,,,,,,,,,,,,,37.20172147074,29.93207572911,0.054385,0.039822,-0.1539,1.551572
