recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs
725," ","PN G065.2-05.6 ",Hen1-6,1835268185902868992,B,304.339,25.3631,0.77,20.64,0.62,0.99,0.1,304.339,25.3631
726," ","PN G065.4+03.1 ",TaWe2,2032079697828332544,B,295.9496,30.2354,1.19,20.9,0.68,1.2,0.06,295.9496,30.2354
727,*,"PN G065.4+20.2 ",StDr29,2096246444804803328,A,277.2587,37.3349,0.42,17.8,-0.5,0.02,-0.51,277.2587,37.3349
728," ","PN G065.7+04.8 ",Kn17,2033168076901487744,B,294.3451,31.2494,1.07,19.18,0.92,0.48,0.69,294.3451,31.2494
729," ","PN G065.8+05.1 ",IPHASXJ193630.2+312810,2033188971938317952,B,294.127,31.4689,3.5,20.62,1.35,0.48,1.14,294.127,31.4689
730,*,"PN G065.9+00.5 ",NGC6842,2028777318992611072,A,298.7596,29.2883,0.04,16.08,0.37,1.14,-0.24,298.7596,29.2883
731," ","PN G066.1+04.7 ",IPHASXJ193849.6+313744,2033203609193896064,B,294.7075,31.6311,7.44,20.54,0.6,0.74,0.22,294.7075,31.6311
732," ","PN G066.2+01.9 ",Pre7,2031942125768335104,A,297.6396,30.2568,2.66,20.96,1.53,4.29,-0.63,297.6396,30.2568
733," ","PN G066.5+15.1 ",Ra1,2093708870751911040,A,283.6912,36.5033,0.37,18.74,-0.42,0.3,-0.58,283.6912,36.5033
734," ","PN G066.5-14.8 ",Kn45,1814597642173959168,A,313.2664,21.003,0.06,18.46,-0.41,0.32,-0.59,313.2664,21.003
735,*,"PN G066.7-28.2 ",NGC7094,1770058865674512896,A,324.2207,12.7886,0.24,13.52,-0.39,0.3,-0.56,324.2207,12.7886
736," ","PN G066.8+02.9 ",IPHASXJ194751.9+311818,2033745393571783808,B,296.9663,31.305,0.1,16.48,1.14,1.79,0.24,296.9663,31.305
737," ","PN G066.9-05.2 ",Hen1-7,1835909441720893952,A,304.9089,27.0031,0.01,17.79,0.28,1.27,-0.41,304.9089,27.0031
738," ","PN G066.9-07.8 ",Kn19,1832550223218972800,A,307.3358,25.5442,0.78,19.93,0.22,1.17,-0.42,307.3358,25.5442
739," ","PN G067.5+01.8 ",MVP1,2033594829188744832,A,298.4931,31.3562,2.54,21.04,1.7,3.84,-0.22,298.4931,31.3562
740," ","PN G067.6+01.4 ",IPHASJ195549.80+311340.0,2033545522920043904,B,298.9574,31.2278,0.13,19.66,2.2,2.76,1.01,298.9574,31.2278
741," ","PN G067.9+02.4 ",IPHASXJ195221.6+315859,2033831567750197376,A,298.0911,31.9835,2.16,20.76,1.19,3.67,-0.68,298.0911,31.9835
742," ","PN G068.1+11.0 ",ETHOS1,2050526964622031744,B,289.1312,36.1632,0.6,17.2,-0.06,0.21,-0.17,289.1312,36.1632
743," ","PN G068.2+00.9 ",IPHASXJ195919.0+312534,2030933937990031232,B,299.8295,31.4261,0.32,19.66,2.71,2.69,1.62,299.8295,31.4261
744," ","PN G068.2-16.0 ",Kn44,1837961057377917056,A,315.3353,21.6684,0.35,18.24,-0.26,0.35,-0.45,315.3353,21.6684
745," ","PN G068.3-02.7 ",Hen2-459,1837452503203933184,B,303.4912,29.5655,0.11,15.78,1.82,2.9,0.46,303.4912,29.5655
746," ","PN G068.6+01.1 ",Hen1-4,2033978627428592000,A,299.826,31.9106,0.39,20.39,0.65,2.53,-0.69,299.826,31.9106
747," ","PN G068.6-00.2 ",IPHASXJ200457.3+311416,2030777017063842176,B,301.2408,31.2382,0.11,18.98,1.91,2.55,0.76,301.2408,31.2382
748," ","PN G068.7+01.9 ",K4-41,2034043051976038400,A,299.1418,32.3703,0.05,18.72,0.92,2.51,-0.4,299.1418,32.3703
749," ","PN G068.8-00.0 ",M1-75,2030793514041787264,B,301.1842,31.4566,1.73,20.02,1.89,3.15,0.41,301.1842,31.4566
750," ","PN G069.2+02.8 ",K3-49,2035106004835235712,B,298.5026,33.3701,0.09,16.47,1.46,2.44,0.27,298.5026,33.3701
751," ","PN G069.2+03.8 ",K3-46,2035349890218513280,B,297.5004,33.7647,2.36,20.55,1.35,1.74,0.52,297.5004,33.7647
752," ","PN G069.4+-3.8 ",StDr11,1861247992106454400,B,305.2107,29.8317,4.69,20.63,1.96,2.34,0.92,305.2107,29.8317
753,*,"PN G069.4-02.6 ",NGC6894,2053683628140774528,A,304.0998,30.565,0.99,18.19,0.26,1.27,-0.43,304.0998,30.565
754,*,"PN G069.6+15.7 ",KnJ1857.7+3931,2103243049609815296,A,284.426,39.5167,0.41,15.63,-0.31,0.23,-0.43,284.426,39.5167
755," ","PN G069.6-00.9 ",PM1-319,2054027397321560960,B,302.657,31.6325,0.3,21.23,1.93,8.66,-1.43,302.657,31.6325
756," ",PN G070.0+01.8a,IRAS19581+3320,2034409361147890432,B,300.0287,33.4836,0.07,15.5,2.3,3.4,0.8,300.0287,33.4836
757," ","PN G070.2+02.2 ",IPHASJ195912.66+335003.9,2034477359075364992,B,299.8028,33.8344,0.04,20.29,1.61,2.59,0.37,299.8028,33.8344
758," ","PN G070.2-08.7 ",Kn21,1856444397601252224,A,310.3252,27.585,0.72,19.01,-0.18,0.67,-0.55,310.3252,27.585
759," ","PN G070.5+11.0 ",Kn61,2052811676760671872,A,290.4122,38.3159,0.05,18.25,-0.36,0.35,-0.55,290.4122,38.3159
760," ","PN G070.9+02.2 ",PM1-316,2058539140238094208,B,300.2205,34.4728,0.11,16.17,1.85,2.71,0.6,300.2205,34.4728
761,*,"PN G071.3-00.6 ",IPHASXJ201339.0+331507,2055401576400630528,B,303.4126,33.2519,0.21,16.49,2.29,3.28,0.85,303.4126,33.2519
762," ","PN G071.3-05.8 ",Pa40,1860817881199485696,A,308.4046,30.2725,0.13,20.72,-0.18,1.33,-0.9,308.4046,30.2725
763," ","PN G071.6-02.3 ",M3-35,2054325021390284032,A,305.2657,32.49,0.15,16.64,1.34,3.43,-0.41,305.2657,32.49
764,*,"PN G072.0-24.6 ",Pa165,1786272195418292992,A,324.7202,18.671,1.1,12.92,-0.29,0.35,-0.48,324.7202,18.671
765," ","PN G072.3-05.3 ",Kn23,1862554383714292608,A,308.6094,31.309,1.46,20.25,0.32,1.42,-0.45,308.6094,31.309
766," ","PN G072.5+04.9 ",IPHASXJ195328.9+370957,2071887997346367616,B,298.3715,37.1639,8.15,18.41,1.12,0.69,0.8,298.3715,37.1639
767,*,"PN G072.7-17.1 ",Abell74,1840395547924993152,A,319.2181,24.1475,1.18,17.02,-0.45,0.16,-0.54,319.2181,24.1475
768," ","PN G073.0+03.6 ",NeVe2,2060147622645380224,A,300.0778,36.9928,0.16,20.87,0.03,1.17,-0.62,300.0778,36.9928
769," ","PN G073.0-02.4 ",K3-76,2055990571034870016,B,306.2703,33.5807,0.25,18.01,1.22,2.44,-0.02,306.2703,33.5807
770," ","PN G073.4+01.5 ",IRAS20084+3604,2059170912744153216,B,302.5749,36.2192,0.79,16.61,2.24,2.85,1.01,302.5749,36.2192
771," ","PN G074.0+13.5 ",Fr2-41,2102652096467273856,B,289.3584,42.5311,13.71,20.91,0.11,0.24,-0.02,289.3584,42.5311
772,*,"PN G075.0-07.2 ",Pa27,1859955657931121536,B,312.2432,32.3041,0.17,12.27,1.24,0.67,0.93,312.2432,32.3041
773," ","PN G075.3+05.5 ",Pa22,2072773550888053888,B,299.5545,39.9113,0.11,20.06,0.51,0.67,0.17,299.5545,39.9113
774," ","PN G075.5+01.7 ",Ju1,2060926897208561280,A,303.8394,38.0455,0.14,19.33,0.11,0.83,-0.34,303.8394,38.0455
775," ","PN G075.6+04.3 ",ARO342,2074015556666641664,B,301.0661,39.593,3.23,21.11,0.83,1.54,0.04,301.0661,39.593
776,*,"PN G075.7+35.8 ",Sa4-1,1414294114523211904,A,258.4598,49.2697,0.22,13.71,-0.47,0.07,-0.51,258.4598,49.2697
777,*,"PN G075.9+11.6 ",AMU1,2125895669204184832,A,292.787,43.416,0.37,13.57,-0.4,0.25,-0.54,292.787,43.416
778,*,"PN G076.3+14.1 ",Pa5,2127040806264002944,A,289.8771,44.7618,0.55,15.69,-0.35,0.16,-0.44,289.8771,44.7618
779,*,"PN G076.3-02.5 ",MaCCo2,2056719860792120192,B,308.8167,36.1973,0.03,12.65,1.51,2.06,0.53,308.8167,36.1973
780," ","PN G076.4+01.8 ",KjPn3,2061352305127905280,A,304.3144,38.8399,0.07,17.5,0.77,2.74,-0.67,304.3144,38.8399
781," ","PN G076.6+05.7 ",DSHJ2000.7+4109,2075178839957515264,B,300.1739,41.1576,0.8,19.64,1.06,0.99,0.58,300.1739,41.1576
782," ","PN G076.8-08.1 ",Pa28,1865874672618774656,A,314.5456,33.1425,0.21,18.83,-0.35,0.51,-0.63,314.5456,33.1425
783," ","PN G077.5+03.7 ",KjPn1,2062501642691193984,A,303.1001,40.7581,0.17,19.67,0.99,2.48,-0.31,303.1001,40.7581
784,*,"PN G077.6+14.7 ",Abell61,2127684982639844224,A,289.7925,46.2478,0.23,17.25,-0.53,0.21,-0.65,289.7925,46.2478
785," ","PN G078.3-02.7 ",K4-53,2063237383468307584,B,310.5672,37.6746,2.24,20.34,1.65,3.13,0.11,310.5672,37.6746
786," ","PN G078.5+18.7 ",NGC6742,2131594128728400128,A,284.8327,48.4654,0.12,19.56,-0.56,0.14,-0.64,284.8327,48.4654
787," ","PN G079.1-02.1 ",StDr27,2063541643232593408,B,310.5317,38.6357,0.3,20.5,1.24,2.79,-0.19,310.5317,38.6357
788," ","PN G079.6+05.8 ",M4-17,2081048892007659648,A,302.258,43.7287,0.15,20.49,0.81,2.09,-0.3,302.258,43.7287
789," ","PN G079.8-10.2 ",Alves1,1866922365452368768,A,318.7777,33.9719,1.03,18.28,-0.37,0.26,-0.51,318.7777,33.9719
790," ","PN G079.9+06.4 ",K3-56,2081894618310233856,A,301.7307,44.2386,0.26,20.38,0.81,2.09,-0.29,301.7307,44.2386
791," ","PN G080.2+05.8 ",PM1-320,2081178325141115648,B,302.6393,44.198,4.76,20.55,2.1,2.5,1.01,302.6393,44.198
792,*,"PN G080.3-10.4 ",MWP1,1855295171732158080,A,319.2845,34.2077,0.24,13.02,-0.53,0.02,-0.55,319.2845,34.2077
793,*,"PN G081.2-14.9 ",Abell78,1850685091269441792,A,323.8724,31.696,1.77,13.13,-0.3,0.28,-0.46,323.8724,31.696
794," ","PN G082.1+07.0 ",NGC6884,2082491657427348352,A,302.5985,46.461,0.31,16.53,-0.01,1.38,-0.77,302.5985,46.461
795," ","PN G082.1-07.8 ",Kn24,1868658082001121664,A,318.4071,37.2605,0.4,19.3,-0.19,0.38,-0.4,318.4071,37.2605
796," ","PN G082.5-06.2 ",Kn25,1872003075545516032,B,317.3344,38.6018,1.16,20.85,0.36,0.91,-0.13,317.3344,38.6018
797," ","PN G083.3+02.9 ",IPHASJ203346.47+450840.1,2070731860869105920,B,308.4437,45.1444,0.15,20.92,2.11,4.24,0.06,308.4437,45.1444
798,*,"PN G083.5+12.7 ",NGC6826,2135352396915239808,A,296.2006,50.525,0.15,10.6,-0.33,0.18,-0.44,296.2006,50.525
799,*,"PN G083.9-08.4 ",K3-81,1964102533181902080,A,320.564,38.1209,0.11,15.72,-0.22,0.39,-0.44,320.564,38.1209
800," ","PN G084.2-04.2 ",K3-80,1969244880344005888,A,316.9153,40.9645,0.18,17.72,1.12,2.71,-0.28,316.9153,40.9645
801,*,"PN G084.6-07.9 ",Kn26,1965268354805776896,B,320.7889,38.97,0.89,17.14,0.09,0.39,-0.13,320.7889,38.97
802,*,"PN G084.9+04.4 ",Abell71,2071605220993676544,A,308.0967,47.3473,3.32,19.24,-0.03,0.64,-0.38,308.0967,47.3473
803," ","PN G084.9-03.4 ",NGC7027,1969656406922355072,B,316.7574,42.236,0.07,15.83,0.53,0.67,0.19,316.7574,42.236
804,*,"PN G085.3+52.3 ",Jacoby1,1595941441250636672,A,230.444,52.3678,0.25,15.55,-0.59,0.05,-0.62,230.444,52.3678
805,*,"PN G086.1+05.4 ",We1-10,2179832585761932032,A,307.9682,48.8805,0.15,17.98,-0.21,0.99,-0.75,307.9682,48.8805
806," ","PN G086.5+01.8 ",IPHASXJ205013.6+465515,2166497919218123648,B,312.5556,46.9206,3.5,19.64,1.44,2.05,0.46,312.5556,46.9206
807," ","PN G086.5-08.8 ",Hu1-2,1965932567203447296,B,323.2846,39.636,0.45,17.42,0.29,0.69,-0.08,323.2846,39.636
808," ","PN G086.9-03.4 ",Ou5,1970016153397634048,B,318.5835,43.6933,0.08,18.57,0.79,1.45,0.04,318.5835,43.6933
809," ","PN G088.0+00.4 ",TeJ2102.1+4710,2163877198882885376,B,315.5216,47.17,4.87,17.84,2.02,3.45,0.41,315.5216,47.17
810," ","PN G088.7+04.6 ",K3-78,2168422854828955776,B,311.3445,50.3777,0.24,20.43,1.38,1.75,0.54,311.3445,50.3777
811," ","PN G088.7-01.6 ",NGC7048,2164192930525717248,A,318.5633,46.2881,0.59,18.97,-0.05,0.82,-0.5,318.5633,46.2881
812,*,"PN G089.0+00.3 ",NGC7026,2165238733564304768,A,316.5774,47.8519,0.08,15.49,0.64,2.44,-0.65,316.5774,47.8519
813,*,"PN G089.1+08.7 ",Pa39,2181841672689968128,A,306.394,53.2124,1.03,14.68,-0.05,0.53,-0.34,306.394,53.2124
814,*,"PN G089.3+12.8 ",Pa4,2233942718358029824,B,300.612,55.5617,4.13,16.55,1.05,0.55,0.79,300.612,55.5617
815,*,"PN G089.3-02.2 ",M1-77,1971995510535755648,B,319.7807,46.3131,0.11,11.94,0.97,1.95,-0.04,319.7807,46.3131
816," ","PN G089.8-00.6 ",Sh1-89,2164519416761365248,A,318.5315,47.7725,0.06,20.05,0.33,3.86,-1.42,318.5315,47.7725
817,*,"PN G090.8+06.1 ",Pa3,2182418607053195776,A,311.5443,52.9515,1.01,15.9,0.16,1.45,-0.63,311.5443,52.9515
818,*,"PN G091.0+20.0 ",WPS28,2239709863001566848,A,289.5996,59.9982,2.92,14.78,-0.45,0.0,-0.45,289.5996,59.9982
819,*,"PN G091.0-06.3 ",Sh2-123,1973817302524302080,A,325.5646,44.4679,0.21,18.05,-0.03,0.46,-0.28,325.5646,44.4679
820," ","PN G091.6-04.8 ",K3-84,1977145043182913408,B,324.7042,46.0077,0.1,19.42,0.47,0.7,0.11,324.7042,46.0077
821," ","PN G093.3-00.9 ",K3-82,2170991623233531264,B,322.7145,50.0023,0.46,19.18,1.41,2.62,0.1,322.7145,50.0023
822," ","PN G093.3-02.4 ",M1-79,1978860762361597312,B,324.2554,48.9344,0.07,19.1,0.4,0.81,-0.03,324.2554,48.9344
823," ","PN G093.4+05.4 ",NGC7008,2188752549939971200,B,315.1369,54.5432,0.15,13.74,0.79,1.06,0.25,315.1369,54.5432
824,*,"PN G093.4-03.2 ",StDr2,1978028088466446848,A,325.0921,48.3645,0.37,17.87,-0.27,0.87,-0.75,325.0921,48.3645
825,*,"PN G094.0+27.4 ",K1-16,2160562927224840576,A,275.4671,64.3648,0.02,14.98,-0.56,0.09,-0.61,275.4671,64.3648
826," ",PN G094.5-00.8a,LDu1,2171509218320989440,A,324.024,50.9026,0.04,21.11,1.32,3.79,-0.61,324.024,50.9026
827," ","PN G095.1+00.9 ",KKR62,2172642230692221312,B,322.6884,52.6971,3.14,20.42,2.39,2.3,1.44,322.6884,52.6971
828," ","PN G095.2+00.7 ",K3-62,2172595604536445184,B,322.9591,52.5643,0.15,18.66,1.64,2.96,0.2,322.9591,52.5643
829," ","PN G095.2+07.8 ",Abell73,2190074983250182400,A,314.1123,57.4341,0.7,20.75,0.73,1.91,-0.28,314.1123,57.4341
830," ","PN G095.2+25.4 ",Kn59,2256870662532650624,B,280.4246,65.1995,0.23,20.88,0.49,0.1,0.44,280.4246,65.1995
831," ","PN G095.7-00.7 ",PaJ2141.2+5146,2173012693091458304,B,325.3112,51.7664,0.41,17.75,1.49,1.2,0.95,325.3112,51.7664
832," ","PN G095.9+03.5 ",Kn28,2176305013164879488,B,320.5024,55.0752,3.38,20.71,1.57,1.95,0.66,320.5024,55.0752
833," ","PN G096.3+02.3 ",K3-61,2177492137825896576,A,322.5031,54.4575,0.49,18.11,1.15,2.78,-0.29,322.5031,54.4575
